# 
Keysight V	Delay	
-6.29297301	0.0	18-12-23 13:44:41.015963
-6.95988199	0.0	18-12-23 13:44:41.672598
-7.17337104	0.0	18-12-23 13:44:42.328059
-7.42887047	0.0	18-12-23 13:44:42.984418
-7.82772238	0.0	18-12-23 13:44:43.641604
-8.9600826	0.0	18-12-23 13:44:44.298665
-10.7561987	0.0	18-12-23 13:44:44.955745
-11.3356501	0.0	18-12-23 13:44:45.613404
-11.6806746	0.0	18-12-23 13:44:46.270086
-11.6879542	0.0	18-12-23 13:44:46.927496
-11.702935	0.0	18-12-23 13:44:47.584929
-0.924660279	0.0	18-12-23 13:44:48.242127
-1.45906746	0.0	18-12-23 13:44:48.899352
2.36298131	0.0	18-12-23 13:44:49.557031
-1.11155446	0.0	18-12-23 13:44:50.213081
-1.10681719	0.0	18-12-23 13:44:50.869702
2.36470275	0.0	18-12-23 13:44:51.526805
-1.48279756	0.0	18-12-23 13:44:52.183451
-0.716191218	0.0	18-12-23 13:44:52.841287
2.28630689	0.0	18-12-23 13:44:53.497408
-1.79294256	0.0	18-12-23 13:44:54.154898
-0.283867774	0.0	18-12-23 13:44:54.811913
2.13555367	0.0	18-12-23 13:44:55.469424
-2.03381093	0.0	18-12-23 13:44:56.125561
0.14746948	0.0	18-12-23 13:44:56.782625
